Nome;Indirizzo;Città;Nazione;Prezzo;Prezzo Medio;Tipo di cucina;Longitude;Latitude;Prenotazione Online;Delivery
Duong's (Ngo Huyen Street);27 Ngo Huyen Street;Hanoi; Vietnam;??;40;Vietnamese;1058486102;210295015;SI;SI
Hoa Túc (District 1);74/7 Hai Ba Trung Street;Ho Chi Minh City; Vietnam;??;40;Vietnamese;10670362;1077852;SI;SI
Bánh Canh Y?n;253 Nguyen Hoang Street;Da Nang; Vietnam;?;40;Street Food;1082132186;160578177;NO;NO
An's Saigon;5A Tong Huu Dinh Street;Ho Chi Minh City; Vietnam;???;70;Innovative;106732415;108061063;NO;SI
Fashionista Café;22B Phung Khac Khoan Street;Ho Chi Minh City; Vietnam;??;40;European Contemporary;1066969767;107856249;SI;SI
Stoker (District 1);44 Mac Thi Buoi Street;Ho Chi Minh City; Vietnam;??;40;Steakhouse;1067047851;107754922;SI;SI
Nén Light;122/2 Tran Dinh Xu Street;Ho Chi Minh City; Vietnam;????;100;Innovative;1066883681;10762612;SI;SI
Ph? Hùng (District 1);241-243 Nguyen Trai Street;Ho Chi Minh City; Vietnam;?;40;Noodles;1066876257;107650032;NO;NO
Square One;2 Lam Son Square;Ho Chi Minh City; Vietnam;???;70;International;1067034062;107775862;SI;NO
Vietnam House;93-97 Dong Khoi Street;Ho Chi Minh City; Vietnam;??;40;Vietnamese;1067041683;107748944;NO;SI
B?p Prime;12 Hang Dieu Street;Hanoi; Vietnam;??;40;Vietnamese;10584689;2103345;NO;NO
Bún Ch? ??c Kim (Hang Manh Street);1 Hang Manh Street;Hanoi; Vietnam;?;40;Street Food;105848169;210323506;SI;SI
Lüne;17/14 Le Thanh Ton Street;Ho Chi Minh City; Vietnam;???;70;French;106704168;10779904;NO;NO
Maison 1929;2 Cua Dong Street;Hanoi; Vietnam;??;40;Vietnamese;105846879;21034592;SI;NO
My Hanh Seafood;3-5 Vo Nguyen Giap Street;Da Nang; Vietnam;???;70;Seafood;1082457453;160654849;NO;SI
Béo ?i;15/20 Nguyen Thi Minh Khai Street;Ho Chi Minh City; Vietnam;?;40;Vietnamese;106700997;10785178;NO;NO
Miên Saigon;50A Dang Dung Street;Ho Chi Minh City; Vietnam;??;40;European Contemporary;106688896;10792498;NO;SI
Senté (Nguyen Quang Bich Street);20 Nguyen Quang Bich Street;Hanoi; Vietnam;??;40;Vietnamese Contemporary;1058457201;210321095;NO;NO
Tanh Tách;3 Yet Kieu Street;Hanoi; Vietnam;???;70;Seafood;1058427666;210201154;SI;NO
?c ?ào (District 1);212B/D48 Nguyen Trai Street;Ho Chi Minh City; Vietnam;?;40;Seafood;10668463;1076523;NO;SI
Esta;27 Tran Quy Khoach Street;Ho Chi Minh City; Vietnam;???;70;Asian Contemporary;1066882191;107933721;SI;NO
Hanoi Garden;36 Hang Manh Street;Hanoi; Vietnam;??;40;Vietnamese;105848364;21031516;NO;NO
La Fontaine;2F;Ho Chi Minh City; Vietnam;???;70;French;10672718;1081505;SI;NO
B?p Ng??i H?i An;22 Tran Quoc Toan Street;Ho Chi Minh City; Vietnam;?;40;Vietnamese;10668881;107885475;NO;SI
Izakaya by Koki;Basement 2;Hanoi; Vietnam;???;70;Japanese;1058550521;210259082;NO;NO
Hervé Dining Room;204/20 Nguyen Van Huong Street;Ho Chi Minh City; Vietnam;????;100;French Contemporary;1067319;10814789;SI;SI
French Grill;LF;Hanoi; Vietnam;????;100;French Contemporary;10578236;2100714;SI;SI
El Gaucho (Hoan Kiem);11 Trang Tien Street;Hanoi; Vietnam;????;100;Steakhouse;10585636;2102442;NO;NO
Le Comptoir;16 Che Lan Vien Street;Da Nang; Vietnam;???;70;French;1082455154;160435407;SI;SI
Nén Danang;16 My Da Tay 2 Street;Da Nang; Vietnam;????;100;Vietnamese Contemporary;10824062;1603466;NO;SI
B?p Hên;47 Le Hong Phong Street;Da Nang; Vietnam;?;40;Vietnamese;1082209519;160641288;NO;NO
Tre Dining;2F;Ho Chi Minh City; Vietnam;??;40;Vietnamese Contemporary;10673061;1080336;NO;NO
La Villa;14 Ngo Quang Huy Street;Ho Chi Minh City; Vietnam;????;100;French;1067324648;10804002;NO;NO
Ph? Gà Châm (Yen Ninh Street);64-68 Yen Ninh Street;Hanoi; Vietnam;?;40;Noodles;1058439803;210423348;NO;NO
Et?sia;14B Lo Su Street;Hanoi; Vietnam;??;40;European Contemporary;1058556968;210313938;SI;NO
T.U.N.G dining;2C Quang Trung Street;Hanoi; Vietnam;????;100;Innovative;1058500595;210267108;NO;SI
Azabu;2F;Hanoi; Vietnam;???;70;Japanese;1058423073;210177948;SI;NO
Bún Ch? Cá Bà Hoa;27 Le Hong Phong Street;Da Nang; Vietnam;?;40;Noodles;10822159;1606389;NO;NO
Bé M?n;Lot 8;Da Nang; Vietnam;???;70;Seafood;1082472366;160817651;NO;SI
Rice Field;2F;Ho Chi Minh City; Vietnam;??;40;Vietnamese;1067036408;107723695;SI;SI
Labri;2F;Hanoi; Vietnam;???;70;European Contemporary;1058499876;210148368;SI;SI
V? An;145 Hoang Cau Street;Hanoi; Vietnam;??;40;Vietnamese;105821145;2101663;SI;SI
Mía Dining;12G2 Nguyen Thi Minh Khai Street;Ho Chi Minh City; Vietnam;??;40;European Contemporary;1067022256;107885676;SI;SI
N?m ??nh;139/59/38 Tran Quang Khai Street;Da Nang; Vietnam;??;40;Seafood;1082528756;161021138;SI;SI
Du Yên;26B Street 10;Ho Chi Minh City; Vietnam;??;40;Vegetarian;10670098;1077653;NO;NO
Luk Lak;28 Bach Dang Street;Da Nang; Vietnam;??;40;Vietnamese;1082236448;160788486;NO;SI
C? ?àm;68 Tran Hung Dao Street;Hanoi; Vietnam;??;40;Vegetarian;1058477632;210224737;NO;SI
Elgin;27 Mac Dinh Chi Street;Ho Chi Minh City; Vietnam;??;40;European;10669932;10784774;NO;SI
Quince Eatery;37 Bis Ky Con Street;Ho Chi Minh City; Vietnam;???;70;Mediterranean Cuisine;1066992335;107661947;SI;SI
Bánh Cu?n Bà Hoành;66 To Hien Thanh Street;Hanoi; Vietnam;?;40;Street Food;1058496851;210135667;SI;SI
C?m Gà Lan;520 Trung Nu Vuong Street;Da Nang; Vietnam;?;40;Rice Dishes;1082130368;160488832;SI;NO
Backstage;GF;Hanoi; Vietnam;???;70;Vietnamese Contemporary;1058565574;210258498;SI;NO
The Monkey Gallery Dining;3F;Ho Chi Minh City; Vietnam;???;70;European Contemporary;10670401;10774419;SI;NO
Madame Lam;10 Tran Ngoc Dien Street;Ho Chi Minh City; Vietnam;??;40;Vietnamese Contemporary;1067398833;108031685;NO;NO
Ngon Garden;70 Nguyen Du Street;Hanoi; Vietnam;???;70;Vietnamese;10584519;2101975;SI;NO
Si Dining;1 Giang Chau 2 Street;Da Nang; Vietnam;??;40;Italian Contemporary;1082380513;160302343;SI;SI
Cô Liêng;321 Vo Van Tan Street;Ho Chi Minh City; Vietnam;?;40;Street Food;1066871417;107735478;SI;NO
Bún Ch? H??ng Liên (Hai Ba Trung);24 Le Van Huu Street;Hanoi; Vietnam;?;40;Street Food;1058538623;210180886;NO;NO
Thúy 94 C?;84 Dinh Tien Hoang Street;Ho Chi Minh City; Vietnam;??;40;Seafood;10669786;10790191;NO;NO
?c Di Tú;144C Quan Thanh Street;Hanoi; Vietnam;??;40;Seafood;1058417341;210426621;SI;NO
Ch? Cá Anh V? (Dong Da);120-K1 Giang Vo Street;Hanoi; Vietnam;?;40;Vietnamese;1058241614;210269484;NO;SI
Madame Lân;4 Bach Dang Street;Da Nang; Vietnam;??;40;Vietnamese;1082232854;160812954;SI;SI
?ông Ph?;57 Ho Xuan Huong Street;Ho Chi Minh City; Vietnam;??;40;Vietnamese;1066874161;107764018;NO;SI
Octo;2F;Ho Chi Minh City; Vietnam;??;40;Spanish;1067037588;107720814;SI;SI
Truffle;73F;Ho Chi Minh City; Vietnam;????;100;French Contemporary;10658814;10805325;SI;NO
Å by T.U.N.G;31-33 Dang Dung Street;Ho Chi Minh City; Vietnam;???;70;Innovative;1066895287;107924372;SI;NO
Otok;Vla?ica 3;Supetar; Croatia;€€;40;Croatian;16553267;433846158;NO;SI
Luciano;Mužolini Donji 7;Buje; Croatia;€€€;70;Mediterranean Cuisine, Meats and Grills;136865005;45387602;NO;NO
Matsunoki;?ikat 9;Mali Lošinj; Croatia;€€€€;100;Japanese Contemporary, Fusion;1445527;4453217;SI;NO
Dvor;Put Firula 14;Split; Croatia;€€;40;Mediterranean Cuisine;164541051;435010598;SI;NO
Nav;Masarykova Ulica 11a;Zagreb; Croatia;€€€€;100;Creative;159728635;45810604;SI;NO
Theatrium by Filho;Teslina 7;Zagreb; Croatia;€€;40;Mediterranean Cuisine, Modern Cuisine;159761396;458111548;SI;NO
Le Bistro Esplanade;Mihanoviceva Ulica 1;Zagreb; Croatia;€€;40;French;159756389;458054583;SI;SI
Takenoko;Preradovi?eva 22;Zagreb; Croatia;€€;40;Japanese, Fusion;159743802;458099195;NO;SI
Mon Ami;Trg Kralja Tomislava;Velika Gorica; Croatia;€€€;70;Mediterranean Cuisine;160801126;457112127;SI;SI
Nicolo Polo;Obala 15;Gradac; Croatia;€€;40;Mediterranean Cuisine;173441724;431042265;NO;NO
Boban;Gajeva 9;Zagreb; Croatia;€€;40;Traditional Cuisine;159764446;458115292;SI;SI
Bugenvila;Put dr. Ante Star?evi?a 9;Cavtat; Croatia;€€€;70;Mediterranean Cuisine;182166585;425823895;NO;SI
Marco Polo;Lu?arica 6;Dubrovnik; Croatia;€€;40;Mediterranean Cuisine;181099112;42640703;SI;SI
Gallo;Hebrangova 34;Zagreb; Croatia;€€€;70;Seafood, Mediterranean Cuisine;1597329;458090898;NO;SI
Johnson;Maj?evo 29b;Moš?eni?ka Draga; Croatia;€€;40;Seafood;142488125;452389541;NO;SI
Foša;Kralja Dmitra Zvonimira 2;Zadar; Croatia;€€€;70;Classic Cuisine, Seafood;152282888;441113852;SI;SI
Mediterraneo;Bra?e Bibi? 13;Hvar; Croatia;€€;40;Croatian;1644177;4317123;NO;SI
BÒME;Ul. Dinka Šimunovi?a 14a;Split; Croatia;€€;40;Mediterranean Cuisine;164738468;435056955;SI;SI
Tekka by Lone;Ul. Luje Adamovi?a 31;Rovinj; Croatia;€€€;70;Japanese, International;136392588;450731609;SI;NO
Vapor;Hotel Bellevue;Dubrovnik; Croatia;€€€€;100;Modern Cuisine;180922684;426468469;SI;SI
Mala Hiza;Balogovec;Ma?kovec; Croatia;€€;40;Regional Cuisine;164279019;464229626;NO;SI
Nautika;Brsalje 3;Dubrovnik; Croatia;€€€€;100;Classic Cuisine;1810585;42641525;NO;SI
Morgan;Bracanija 1;Brtonigla; Croatia;€€€;70;Traditional Cuisine, Seasonal Cuisine;13642433;45385498;NO;NO
San Rocco;Srednja ulica 2;Brtonigla; Croatia;€€€;70;Contemporary, Modern Cuisine;136242143;453776783;SI;NO
Bistro Tavulin;Cvijete Zuzori? 1;Dubrovnik; Croatia;€€;40;Traditional Cuisine, Classic Cuisine;18110249;42640564;NO;SI
Balon;Prisavlje 2a;Zagreb; Croatia;€€€;70;Mediterranean Cuisine, Croatian;159617033;457901058;SI;NO
The Restaurant at Maslina Resort;Uvala Maslinica 11;Stari Grad; Croatia;€€€€;100;Mediterranean Cuisine, Modern Cuisine;165711841;431797966;NO;SI
Restaurant Mare;Lu?ica 11;Trogir; Croatia;€€;40;Modern Cuisine;1625082;4351388;NO;NO
Zinfandel Food & Wine bar;Maruli?eva ul. 2;Split; Croatia;€€;40;Modern Cuisine;164390742;435084024;SI;NO
El Toro;Ul. fra Filipa Grabovca 1;Zagreb; Croatia;€€€;70;Asian Influences, Asian and Western;1599454;458114;SI;NO
Waldinger;Županijska ulica 8;Osijek; Croatia;€€;40;Regional Cuisine;18675891;455584962;NO;NO
Ribarska Koliba;Verudela 3;Pula; Croatia;€€;40;Mediterranean Cuisine, Seafood;138421107;448448106;SI;NO
Konoba TRS;Matije Gupca 14;Trogir; Croatia;€€€;70;Mediterranean Cuisine;162499863;435169071;NO;NO
Konoba Tri Piruna;Ul. Roca Pave 5;Vodice; Croatia;€€;40;Modern Cuisine, Meats and Grills;15777178;43759354;NO;SI
Konoba Fetivi;Tomi?a Stine 4;Split; Croatia;€€;40;Traditional Cuisine;164344042;435083839;NO;NO
Tekka;Radni?ka cesta 37b;Zagreb; Croatia;€€;40;Japanese, Asian;1600258;4580283;SI;SI
Pod Zidom;Pod zidom 5;Zagreb; Croatia;€€;40;Farm to table;15978409;458139203;NO;SI
Villa Ariston;Ulica Maršala Tita 179;Opatija; Croatia;€€€;70;Seasonal Cuisine, Mediterranean Cuisine;142966503;453199952;NO;NO
Zlatne Gorice;Ul. Banjš?ina 104;Varaždin Breg; Croatia;€€;40;Regional Cuisine;164022305;462363848;NO;NO
Konoba Buš?ina;Buš?ina 18;Umag; Croatia;€€€;70;Traditional Cuisine, Mediterranean Cuisine;135998626;454469238;NO;SI
ZOI;Obala Hrvatskog Narodnog Preporoda 23;Split; Croatia;€€€€;100;Mediterranean Cuisine;16439678;4350736;SI;SI
Šug;Tolstojeva 1a;Split; Croatia;€€€;70;Regional Cuisine;164432943;435094919;NO;SI
Spinnaker;Obala Maršala Tita 15;Porec; Croatia;€€€;70;Mediterranean Cuisine, Creative;135924544;452272298;NO;SI
Konoba Boba;Ulica Butina 22;Murter; Croatia;€€€;70;Modern Cuisine;15594688;4382326;SI;NO
Meneghetti;Stancija Meneghetti 1;Bale; Croatia;€€€;70;Classic Cuisine;13744981;45007668;NO;NO
Marina;Ulica Sv. Antona 38;Novigrad; Croatia;€€€;70;Creative;1356541;45319618;NO;SI
Stara Loza;Prijeko Palace Hotel;Dubrovnik; Croatia;€€€;70;Mediterranean Cuisine;181087915;42641818;NO;SI
ManO2;Radni?ka cesta 50;Zagreb; Croatia;€€€;70;Croatian, Contemporary;160021755;458026606;SI;NO
Cap Aureo;Smareglijeva ulica 1A;Rovinj; Croatia;€€€€;100;Creative, Mediterranean Cuisine;136369528;450754807;NO;NO
Kadena;Ivana pl. Zajca 4;Split; Croatia;€€€;70;International;164595869;435015874;NO;SI
Damir & Ornella;Zidine 5;Novigrad; Croatia;€€€;70;Seafood, Mediterranean Cuisine;13559227;45316772;SI;NO
Zinfandel's;Mihanovi?eva Ulica 1;Zagreb; Croatia;€€€€;100;Modern Cuisine;159759303;458054747;NO;NO
Il Ponte;Kardinala Alojza Stepinca 15a;Trogir; Croatia;€€€;70;Contemporary;162502609;435190802;SI;SI
Dunav;Julija Beneši?a;Ilok; Croatia;€€;40;Country cooking, Regional Cuisine;193798675;452302782;NO;SI
Bedem;Vladirmira Nazora 9;Varazdin; Croatia;€€;40;Traditional Cuisine;16333961;46311234;SI;NO
Jeny;D512;Tucepi; Croatia;€€€€;100;Modern Cuisine;17061975;43277737;NO;SI
Zrno Soli;Uvala Baluni 8;Split; Croatia;€€€€;100;Seafood, Mediterranean Cuisine;164298974;435011929;NO;NO
Konoba Zijavica;Šetalište 25. travnja 2;Moš?eni?ka Draga; Croatia;€€€;70;Seasonal Cuisine, Mediterranean Cuisine;142544333;452366041;NO;SI
PiNKU fish & wine;Obrov ulica 4;Split; Croatia;€€€;70;Seafood, Modern Cuisine;164376232;435092213;NO;NO
Konoba Kala;Kala 7;Supetar; Croatia;€€€;70;Croatian;1655529;433841;NO;NO
Filippi;Šetalište Petra Kanaveli?a;Korcula; Croatia;€€€;70;Mediterranean Cuisine, Classic Cuisine;17136996;429615394;SI;NO
Dubrovnik;Marojice Kaboge 5;Dubrovnik; Croatia;€€€;70;Mediterranean Cuisine;18109539;42640522;SI;SI
Zuzori;Cvijete Zuzoric 2;Dubrovnik; Croatia;€€€;70;Mediterranean Cuisine;181098;426407;NO;NO
Proto Fish;Široka ul 1;Dubrovnik; Croatia;€€€;70;Seafood;18108404;42641304;NO;NO
Wine Vault Restaurant - Levante Edition;Ul. Antonia Smareglie 3;Rovinj; Croatia;€€€€;100;Regional Cuisine, Contemporary;136368122;450726767;NO;SI
Badi;Umaška Ulica 12;Lovre?ica; Croatia;€€€;70;Mediterranean Cuisine;135377703;453849458;SI;NO
Kaštel;Bedemi Zadarskih Pobuna 13;Zadar; Croatia;€€€;70;Mediterranean Cuisine, Contemporary;15224;4411785;SI;SI
Torero;Ivana Tkal?i?a 84;Zagreb; Croatia;€€€;70;Modern Cuisine;159765136;458186374;NO;SI
Pjerin;Villa Dubrovnik;Dubrovnik; Croatia;€€€€;100;Mediterranean Cuisine;181272478;426384188;NO;NO
Ouzeria;Brüsseler Str. 68;Cologne; Germany;€€€;70;Modern Cuisine;69347365;509380575;NO;SI
Berghotel Wiedener Eck;Oberwieden 15;Wieden; Germany;€€;40;Country cooking, Seasonal Cuisine;78672651;478449189;NO;SI
TAWA YAMA EASY;Amalienbadstraße 41B;Karlsruhe; Germany;€€;40;Asian Contemporary;84664263;489958665;SI;SI
Frau Specht;Hohe Straße 19;Duisburg; Germany;€€€€;100;Seasonal Cuisine;67710054;514312984;SI;SI
Primitif;Rue de Charleville 15A;Gedinne; Belgium;€€€;70;Creative French;4936571;499795417;SI;SI
Paulette;Enameplein 12;Ename; Belgium;€€€;70;Farm to table, Seasonal Cuisine;36313146;508555244;SI;NO
Vicomté;Rue d'Arondeau 29;Roucourt; Belgium;€€€;70;Modern French;35731458;505243991;NO;NO
Sébastian;Rue de la Cathédrale 25;Liège; Belgium;€€;40;Farm to table, Creative French;5576279;50642942;SI;SI
LOF;Hoogstraat 36;Gent; Belgium;€€€;70;Modern Cuisine;37145446;510546726;NO;SI
Bar Raket;Bresstraat 10;Antwerpen; Belgium;€€;40;Sharing, International;43979388;512069393;NO;SI
Blanc by Aytems;De Burburestraat 4a;Antwerpen; Belgium;€€€;70;Turkish, Modern Cuisine;4391099;512093675;SI;SI
545 Whampoa Prawn Noodles;Tekka Centre;Singapore;;$;40;Street Food;1038504528;13059012;NO;NO
Olivia;#01-03;Singapore;;$$;40;Spanish;1038416376;12807626;NO;NO
Shi Le Yuan;Redhill Market;Singapore;;$;40;Street Food;103818244;12873967;NO;NO
Podi & Poriyal;486 Serangoon Road;Singapore;;$$;40;Indian Vegetarian;103857202;13139174;NO;SI
Vue;OUE Bayfront;Singapore;;$$$;70;European Contemporary;10385301;12830712;NO;SI
Toa Payoh 93 Soon Kueh;Geylang Bahru Market & Food Centre;Singapore;;$;40;Street Food;103870173;132144;NO;NO
Maison Boulud;The Shoppes at Marina Bay Sands;Singapore;;$$;40;French;1038607;12852929;NO;NO
The 1950's Coffee;Chinatown Complex Market & Food Centre;Singapore;;$;40;Street Food;1038432905;12821578;NO;SI
Feng Zhen Lor Mee;Taman Jurong Market & Food Centre;Singapore;;$;40;Street Food;1037213881;13349205;NO;SI
Lao Jie Fang;Mei Ling Market & Food Centre;Singapore;;$;40;Street Food;1038028365;12932654;SI;SI
Roia;Singapore Botanic Gardens (Nassim Gate entrance);Singapore;;$$$;70;French Contemporary;1038154772;13150816;SI;SI
Khiri;15 Hamilton Road;Singapore;;$$$;70;Thai contemporary;10386083;131152;SI;SI
Food Street Fried Kway Teow Mee;Chinatown Complex Market & Food Centre;Singapore;;$;40;Street Food;1038432905;12821551;NO;SI
Guan Kee Fried Carrot Cake;Albert Centre;Singapore;;$;40;Street Food;1038543342;13009493;SI;SI
Fiz;#01-01/02;Singapore;;$$$;70;Malaysian, Contemporary;103844015;1279692;NO;NO
Imbue;32 Keong Saik Road;Singapore;;$$$;70;Innovative;103841712;12803;NO;SI
Shunsui;#01-01;Singapore;;$$$;70;Japanese;10384726;128762;NO;SI
Mag's Wine Kitchen;Kesa House;Singapore;;$$;40;European Contemporary;1038416323;12806561;SI;SI
Hong Wen Mutton Soup;Beauty World Food Centre #04-20;Singapore;;$;40;Street Food;1037762553;13423709;NO;SI
Hup Hong Chicken Rice;Yuhua Village Market and Food Centre;Singapore;;$;40;Street Food;1037376637;13436675;SI;NO
Garibaldi;#01-02;Singapore;;$$;40;Italian;103855;1296564;NO;SI
Da Po;Golden Mile Food Centre;Singapore;;$;40;Street Food;1038639417;13029969;NO;SI
Ann Chin Handmade Popiah;Chinatown Complex Market & Food Centre;Singapore;;$;40;Street Food;1038433404;12820232;NO;SI
Fatty Ox HK Kitchen;Chinatown Complex Market & Food Centre;Singapore;;$;40;Street Food;1038432932;12822034;NO;SI
Rojak?Popiah & Cockle;Maxwell Food Centre;Singapore;;$;40;Street Food;103844637;12802878;SI;NO
Traditional Hakka Lui Cha;Jurong West 505 Market & Food Centre;Singapore;;$;40;Street Food;1037182959;13496022;SI;NO
Zi Jing Cheng Hainanese Boneless Chicken Rice;Alexandra Village Food Centre;Singapore;;$;40;Street Food;1038045586;12862958;NO;SI
New World Mutton Soup;Bedok Interchange Hawker Centre;Singapore;;$;40;Street Food;1039306438;1324706;SI;SI
Ah Ter Authentic Teochew Fish Ball Noodles;Amoy Street Food Centre;Singapore;;$;40;Street Food;1038466829;12794786;SI;SI
C.M.Y. Satay;Chinatown Complex Market & Food Centre;Singapore;;$;40;Street Food;1038430927;12823914;SI;NO
People's Park Hainanese Chicken Rice;People's Park Complex Food Centre;Singapore;;$;40;Street Food;1038425425;12851661;NO;SI
Loong Kee Yong Tau Fu;Jurong West 505 Market & Food Centre;Singapore;;$;40;Street Food;1037182191;13495894;NO;NO
Hua Xing Bak Kut Teh;Yuhua Market & Hawker Centre;Singapore;;$;40;Street Food;1037313194;13452792;NO;NO
Hock Hai (Hong Lim) Curry Chicken Noodle;Bedok Interchange Hawker Centre;Singapore;;$;40;Street Food;1039306401;1324642;NO;NO
Ah Hock Fried Hokkien Noodles;Chomp Chomp Food Centre;Singapore;;$;40;Street Food;1038665402;13642542;SI;SI
Heng Gi Goose and Duck Rice;Tekka Centre;Singapore;;$;40;Street Food;1038505645;13056875;NO;NO
Singapore Famous Rojak;Albert Centre;Singapore;;$;40;Street Food;1038543306;13008879;NO;NO
Chomp Chomp Satay;Chomp Chomp Food Centre;Singapore;;$;40;Street Food;1038664665;13642842;SI;NO
Gordon Grill;Goodwood Park Hotel;Singapore;;$$;40;European Contemporary;1038343348;13088935;SI;NO
Jade Palace;Forum The Shopping Mall;Singapore;;$$;40;Seafood;103828514;13059609;NO;SI
Ji Ji Noodle House;Hong Lim Market and Food Centre;Singapore;;$;40;Street Food;1038457399;12851692;SI;SI
Ibid;18 North Canal Road;Singapore;;$$$;70;Innovative;103848305;12863152;SI;NO
Nasi Lemak Ayam Taliwang;Yishun Park Hawker Centre;Singapore;;$;40;Street Food;1038447273;14249952;SI;NO
91 Fried Kway Teow Mee;Golden Mile Food Centre;Singapore;;$;40;Street Food;1038638813;13029121;NO;SI
Bam!;38-40 Tras Street;Singapore;;$$;40;Innovative;1038444;12784476;SI;NO
Foc (Clarke Quay);40 HongKong Street;Singapore;;$$;40;Spanish;1038475;1287412;NO;SI
Ivy's Hainanese Herbal Mutton Soup;Pasir Panjang Food Centre;Singapore;;$;40;Street Food;1037914178;12759467;SI;SI
Tien Lai Rice Stall;Taman Jurong Market & Food Centre;Singapore;;$;40;Street Food;1037214058;13347274;NO;NO
Open Farm Community;130E Minden Road;Singapore;;$$;40;International;1038161;1305662;SI;NO
Sin Hoi Sai (Tiong Bahru);Blk 55;Singapore;;$$;40;Seafood;1038341;12847942;NO;SI
National Kitchen;National Gallery Singapore;Singapore;;$$;40;Singaporean;10385155;12896;NO;SI
Luke's (Gemmill Lane);22 Gemmill Lane;Singapore;;$$;40;Steakhouse;1038472284;1282271;SI;NO
Mustard;32 Race Course Road;Singapore;;$$;40;Indian;103850682;1307995;NO;NO
Path;Marina Bay Financial Centre;Singapore;;$$$;70;Asian Contemporary;103854436;127944;NO;SI
Huat Heng Fried Oyster;Whampoa Makan Place;Singapore;;$;40;Street Food;1038549835;13231563;SI;SI
Lor 9 Beef Kway Teow;237 Lorong 9 Geylang;Singapore;;$;40;Street Food;1038767;1312193;NO;SI
Osteria Mozza;Hilton Orchard;Singapore;;$$;40;Italian;1038359587;13022687;NO;NO
Putien (Kitchener Road);127 Kitchener Road;Singapore;;$$;40;Fujian;1038574032;13095414;SI;SI
Birds Of Paradise (Katong);#01-05;Singapore;;$;40;Street Food;1039035725;13052429;NO;NO
San Shu Gong;#01-01;Singapore;;$$;40;Teochew, Cantonese;1038739285;13111829;SI;SI
Hock Lye Noodles House & Fishii Tales;20 Ghim Moh Road Market & Food Centre;Singapore;;$;40;Street Food;1037884261;13110846;NO;NO
Zhang Ji Shanghai La Mian Xiao Long Bao;Alexandra Village Food Centre;Singapore;;$;40;Street Food;1038042849;12859524;NO;NO
Sushi Katori;#01-03;Singapore;;$$$$;100;Sushi;1038441068;12795296;SI;SI
Fiamma;Capella Hotel;Singapore;;$$$;70;Italian;1038242699;12494097;NO;SI
